WKT;adm1_code;OBJECTID_1;diss_me;adm1_cod_1;iso_3166_2;wikipedia;iso_a2;adm0_sr;name;name_alt;name_local;type;type_en;code_local;code_hasc;note;hasc_maybe;region;region_cod;provnum_ne;gadm_level;check_me;scalerank;datarank;abbrev;postal;area_sqkm;sameascity;labelrank;featurecla;name_len;mapcolor9;mapcolor13;fips;fips_alt;woe_id;woe_label;woe_name;latitude;longitude;sov_a3;adm0_a3;adm0_label;admin;geonunit;gu_a3;gn_id;gn_name;gns_id;gns_name;gn_level;gn_region;gn_a1_code;region_sub;sub_code;gns_level;gns_lang;gns_adm1;gns_region
"MULTIPOLYGON (((699211.12558757 -3579448.46784105,684931.426734808 -3600884.53624486,672184.17898466 -3620060.45629345,659312.765386384 -3639231.08499849,646373.262393145 -3658491.99833264,627947.314299978 -3685766.49224931,609267.057921155 -3713038.8135087,590363.342578497 -3740351.91103644,571273.680633233 -3767762.06932103,554175.266660336 -3792365.79654507,536996.439498922 -3817186.8115375,519699.851669675 -3842135.57774378,502240.186704703 -3867117.78320527,492409.616072651 -3881122.58846727,482549.228040163 -3895177.93263703,472636.226306923 -3909245.13754371,462648.202630628 -3923301.85201872,455808.604434478 -3933102.79751016,448966.936765572 -3942965.53477297,441941.773327217 -3952561.06230174,434548.111127197 -3961562.68323369,419828.294019653 -3978017.54743386,404979.176686558 -3994403.67665498,390000.646309437 -4010734.02651776,374896.018246334 -4027002.00491871,371532.145455685 -4030587.26689308,368157.154375415 -4034156.18165126,364789.814086325 -4037753.58885216,361438.329201154 -4041389.7180339,357733.399247484 -4045442.1636176,354023.00983011 -4049496.10660833,350300.96619297 -4053543.86643992,346573.222971491 -4057590.38375452,344259.894803071 -4060391.36578915,344778.699964986 -4066140.13206257,348261.948109723 -4107461.76842542,351748.636131181 -4148739.94324652,355233.559392193 -4189955.50399212,358714.121121975 -4231121.82823036,361378.998125294 -4262554.71195132,364042.401590496 -4293970.21492553,366702.026074478 -4325341.14388109,369357.94529522 -4356691.71005256,370330.353973196 -4368161.57249923,371300.656455548 -4379630.05481349,371847.510469582 -4387255.63586499,372392.10739886 -4394882.22076617,373051.332169358 -4404196.7533229,373920.698205162 -4416331.19017629,374239.844363807 -4420794.25695634,374326.783904499 -4421246.74689606,374841.726229961 -4427115.08448281,375654.459663056 -4436428.39341464,376683.736795661 -4448249.97224078,377569.026517305 -4458393.46998401,377463.513453924 -4459515.36453956,377000.167884051 -4460192.0550728,376353.206152064 -4460495.20124018,359236.520388633 -4461906.35250076,342118.571899583 -4463251.51193936,324995.589408529 -4464530.99921286,307863.797212143 -4465745.07315786,290723.444220787 -4466893.669548,273586.869067359 -4467975.98484387,256444.252956855 -4468992.67410375,239297.862566742 -4469943.59125913,222149.966716705 -4470828.62211865,216632.584107973 -4471099.36142016,204996.785397355 -4471647.96177476,187840.587207262 -4472401.490236,170681.624407504 -4473089.19642312,153520.149690142 -4473711.07020857,136354.397686468 -4474267.1639386,119192.692365332 -4474757.2311975,102021.161101344 -4475181.65650905,84852.1642043025 -4475540.11112597,67681.9185010531 -4475832.69727272,50508.6582561214 -4476059.43342007,33336.6729103959 -4476220.26293466,16164.1970906147 -4476315.21396785,-1006.49805878093 -4476344.28557827,-18177.1783204616 -4476307.49237091,-35351.6283640089 -4476204.80300439,-52521.5209896957 -4476036.26726823,-69694.6776138614 -4475801.80838918,-86862.7716639267 -4475501.54004738,-104031.605794328 -4475135.37237294,-106581.61991037 -4475075.36634707,-106583.482794111 -4475035.02064381,-107450.273913293 -4456132.1020773,-108457.249446481 -4433757.53817047,-109450.291463444 -4411369.19952298,-110427.242737354 -4388961.82997252,-111388.223111614 -4366540.91058313,-112331.121798465 -4344101.17967239,-113261.869094333 -4321645.27029501,-114170.767778461 -4299176.22986007,-115067.394872688 -4276688.47929183,-115947.909184124 -4254184.91184448,-116812.371099336 -4231668.32575738,-117658.795729733 -4209136.15377206,-118492.709680238 -4186582.8932714,-119306.832156068 -4164019.70187138,-120104.7941084 -4141441.13408369,-120890.136905643 -4118841.72707059,-121659.408918129 -4096232.55529102,-122408.764810662 -4073608.37904505,-123141.740549135 -4050963.72569218,-123862.285457767 -4028309.47142727,-124562.936002918 -4005640.47922473,-125247.16121539 -3982951.26346947,-125918.861374027 -3960252.72074889,-126570.690030817 -3937539.70697285,-127206.049052101 -3914806.72481231,-127828.790061295 -3892064.69024217,-128431.683499927 -3869308.45250717,-129018.06418796 -3846532.50296173,-129591.734503219 -3823747.776371,-130145.58268357 -3800949.11558553,-130682.876056601 -3778131.00067782,-131207.367738825 -3755304.38506242,-129855.395163615 -3716513.33299667,-128500.111572966 -3677677.04967226,-127145.057333238 -3638801.31417629,-125790.193842692 -3599886.52856309,-123674.851443081 -3539212.08364331,-121556.127612448 -3478445.57626071,-119433.881363414 -3417582.98602523,-117308.552807182 -3356636.92035799,-116882.038528781 -3344432.74990597,-116455.402295584 -3332225.08987059,-116030.141801821 -3320013.90023652,-115603.063197624 -3307793.74019527,-89619.0154639854 -3308599.69291586,-63626.4543407855 -3309201.59104937,-37634.4446599171 -3309599.24227554,-11634.1431162164 -3309792.76429954,14360.9059582893 -3309782.05631061,40358.0542442774 -3309567.15045235,66352.7125015828 -3309148.04948938,92343.2769005502 -3308524.77927957,118326.65220658 -3307697.4316393,125230.088141183 -3307443.26042335,144304.218922415 -3306665.96261202,170271.391762745 -3305430.5542611,196229.550213765 -3303991.14095643,222177.090906106 -3302347.77638155,248107.945170229 -3300500.86251149,274022.005936929 -3298450.45986111,299797.703438583 -3296207.63272718,300813.925827247 -3297059.52030873,300114.860695735 -3298354.36773289,299360.019065878 -3300265.16770425,299252.696039894 -3301870.81739258,300493.020005862 -3302250.57805126,300135.025694133 -3303958.13692056,299904.477326242 -3304519.80212304,300201.774440036 -3304875.2733806,300524.95752339 -3305566.86776753,300825.902179172 -3305908.76734701,300794.128417839 -3308553.61975358,302741.357135967 -3313373.97667381,302130.690982396 -3315447.14900016,303365.416956158 -3317707.79607918,303575.181364464 -3318598.37812994,303570.560957603 -3319873.32068394,303222.04822491 -3322071.73759154,303188.859566657 -3323089.89065841,303093.531882455 -3323792.89687468,302485.702830658 -3325588.35437501,302298.823192189 -3326492.93229995,303435.408161878 -3331754.2401811,303386.203147158 -3332681.33666312,302704.284295961 -3333160.70263377,302112.934548536 -3333772.28046281,302368.366897412 -3335009.92859433,303268.191274518 -3337159.84803788,303315.753454098 -3337946.2286804,303395.284015296 -3338558.3751624,303698.945855859 -3339268.73659055,304402.152710078 -3340373.15464566,304942.498951927 -3340842.20009137,305506.94656387 -3341049.79739013,306067.648623732 -3341424.56926826,306591.433031074 -3342386.86290264,305339.940365204 -3342993.37584804,305056.316947174 -3344293.03413003,305142.306489664 -3345787.30322593,305001.564749543 -3346950.83442674,305473.688771699 -3347975.01081106,305891.048751338 -3348160.89032047,306345.229378887 -3348172.06795964,306948.372834001 -3348683.39074687,307338.901355746 -3349332.7132292,307453.430779027 -3349796.52540274,307527.170705542 -3350312.38505546,307795.895431891 -3351122.14823102,307607.976597754 -3351271.15440798,307493.079973774 -3352111.71962046,307632.938035021 -3353034.28993811,308190.086454496 -3353426.67281587,308663.391702073 -3353585.15308692,309122.368780753 -3354056.69274038,309522.077851617 -3354691.73953887,309835.761158207 -3355356.64355724,309400.908281317 -3356244.30696107,309364.603324637 -3356945.86907534,309907.422853862 -3359807.13373115,310180.994105772 -3360163.90503324,310476.015356074 -3360439.63664729,310746.574095821 -3361231.3470672,310970.921940858 -3362642.0187427,310939.628646936 -3363580.13596198,310607.136700847 -3364467.0186945,309946.398760026 -3365717.74576512,310925.295631616 -3366215.76955209,312015.088318395 -3365513.42888154,313093.537353727 -3364460.47950129,314041.169679222 -3363871.5910461,314439.475335901 -3364111.01624233,313858.781519259 -3364758.01240342,313051.086497651 -3365351.36072693,312752.44770587 -3365458.15910948,311916.205980204 -3367230.48133402,311414.924525526 -3367834.44231204,310557.093356104 -3367948.77458603,310936.152812188 -3368971.81654568,311129.050716274 -3369362.28220426,309086.778970571 -3370432.57840705,308453.559256234 -3371214.86585041,308913.142171249 -3372515.97079859,308496.052586079 -3373844.6027984,308259.834539664 -3374406.06102813,307908.559537988 -3374819.9815466,308550.649979901 -3375393.36636916,308775.747540173 -3376083.80645892,308637.567580592 -3376873.28347617,308174.235601641 -3377731.91387346,308669.216274284 -3378437.19471254,308872.347520452 -3379283.20185025,308949.645316539 -3381347.52304557,308836.367675351 -3381379.81311173,308597.180008459 -3381757.10696559,308370.984886215 -3382330.66243784,308281.988102485 -3382948.73393725,308497.778703565 -3383455.640814,309406.575678477 -3384491.63750398,309652.617699281 -3385035.20038024,309630.4939486 -3385827.06742057,309268.363836925 -3387676.72411314,309180.380735525 -3388759.72910296,309268.448404824 -3392494.13033996,309213.467442351 -3393170.37183729,306415.273073208 -3394792.84626667,302487.327193764 -3394513.48357949,298972.681785484 -3394938.87305261,297392.39539656 -3398647.39877356,299149.547508397 -3397554.69499127,308080.095783212 -3396050.30178055,308866.761021869 -3396518.40907645,308891.531494127 -3396897.79434203,308857.72385711 -3398506.33626022,308902.150355341 -3399155.87192351,309115.227923228 -3399759.36337778,309305.448144124 -3400084.19544624,309345.458857456 -3400497.25192288,309100.611162678 -3401339.7324691,311696.53085645 -3401440.58060661,314208.857494954 -3402371.88042987,316178.700134475 -3404426.59104765,317146.003500378 -3407902.7980271,317139.242525226 -3409982.44797238,316834.184835037 -3411537.08972065,315691.759334803 -3414721.59612525,314989.115572981 -3415588.9675732,314777.400071479 -3415946.13609231,314698.53575153 -3416444.52411227,315086.980624128 -3417127.85943434,315146.359591279 -3417718.73290826,314946.020949528 -3419157.86893592,314568.686053922 -3420779.81615439,317964.167261709 -3416221.07994032,319777.594756839 -3414705.41225782,322307.755119594 -3414840.33598878,326321.929482307 -3417209.30878638,328483.805969019 -3418910.22389457,330264.949155053 -3420708.08239922,331452.012938887 -3423040.76762547,333040.428355574 -3428733.01604974,334154.114279779 -3430703.42786644,336511.942339111 -3431696.56228199,338661.467462073 -3430787.73767443,342517.334444287 -3427663.28909857,342296.562990553 -3426979.06869288,342179.887462847 -3426696.80221712,341974.520652682 -3426313.71252275,342613.350576739 -3425403.19860479,343153.994958875 -3423418.6916706,343679.548692397 -3422391.9493631,344407.612998344 -3421673.7702653,346280.783239799 -3420729.97302868,347194.663177686 -3420496.9161206,347025.280561484 -3421391.72588585,346717.099831203 -3422081.16622875,346286.02488273 -3422576.7631269,345753.500509039 -3422920.19131963,346342.182835862 -3424005.87439934,346273.294672696 -3425171.16437242,345989.055850179 -3426590.69317299,345933.30821258 -3428425.7840846,346388.674904611 -3429963.53368734,347136.470401424 -3430739.01200115,347899.558165804 -3431297.83167497,348384.859051461 -3432222.5033706,348289.60069926 -3433614.02406835,347709.967824648 -3435115.95852981,346913.541313806 -3436332.5422781,345316.619302063 -3437638.12878577,344716.642602267 -3439303.53100025,343811.680860488 -3442691.89635913,343421.51655892 -3445813.43807157,345251.696689652 -3451484.01701415,344893.299690312 -3455781.07355676,345997.777453135 -3459116.22137446,346217.64264842 -3460470.60945071,345704.457068715 -3462191.89567617,344212.656758133 -3464672.13931609,343915.332946003 -3466634.3187914,343974.62360134 -3467206.89878429,344452.363000402 -3469013.14353165,344617.633890829 -3469925.72624195,344632.823447831 -3471357.10643267,344334.63490943 -3473849.18641078,344296.423091684 -3476784.081397,343728.75494783 -3481514.56490124,343434.997583247 -3482940.90347858,343928.489602762 -3483689.42808898,344850.366771997 -3478976.6787362,345623.838420627 -3476442.07133856,346671.193763445 -3475268.68988371,346624.11217276 -3474646.81251459,347250.910769589 -3470798.19974228,347764.785041775 -3470063.10839482,348425.997660446 -3469484.03076714,348742.040472828 -3468790.50867265,348228.366286198 -3467689.48531303,349639.263853204 -3464957.14694581,349894.38503784 -3463914.4755212,349861.291981012 -3462922.78993755,349469.61790238 -3460077.95209594,349257.247322845 -3459498.82173144,348792.774238414 -3458633.85574382,348295.423179741 -3451835.89136866,348283.702385188 -3449561.40453954,348153.953332153 -3448570.36057544,347648.28527764 -3447481.28355,347369.377412495 -3446628.00344023,347119.528950249 -3445228.00139467,346967.672375294 -3443769.83617048,346968.008235016 -3442743.606476,347760.706601938 -3440176.89672008,350197.088672037 -3435867.86715422,350986.009698073 -3433431.57238027,350498.328885645 -3432323.19722385,350222.856735851 -3430613.97185549,350356.832965176 -3429033.97310312,351097.934604304 -3428269.30561476,351610.567720508 -3427558.59284873,350837.541129629 -3426110.83109029,349686.234325487 -3424490.92314484,349085.76962731 -3423253.33767716,351089.259460548 -3424057.74389082,352829.640700747 -3424063.15948422,356378.390040785 -3423305.00901274,366981.804426276 -3423725.5416603,367949.337012271 -3423551.45036452,368549.239377718 -3423069.8297919,369626.531287992 -3421500.34616757,370503.022143308 -3420922.54088265,371381.810395855 -3421024.84825516,372267.679287826 -3421372.0716689,373158.699093562 -3421516.5244246,374067.315238625 -3421101.12674795,375520.353718875 -3419488.28616524,376402.181285326 -3418947.74531265,378028.674172222 -3418965.93640668,385361.571721853 -3420884.06269704,386395.694820319 -3420956.31081649,387681.636192012 -3419927.77512696,389839.786503972 -3419458.36282462,390534.740633464 -3419576.78053559,391407.881112843 -3421252.02478202,391747.844953056 -3423405.49906347,392390.791869093 -3425212.24029791,394176.00413446 -3425798.08622925,395117.704466254 -3425904.88742398,395869.138492107 -3426156.4508417,396528.44568795 -3426058.23946186,397200.178400422 -3425110.43683434,398491.286419743 -3421717.44505186,398977.395360358 -3420817.0236634,400123.786309563 -3419733.81575039,405522.682990907 -3418293.35689406,406917.212882793 -3418219.94960299,408300.455550685 -3418793.57520133,409659.124749639 -3420288.45996039,410511.693707669 -3420186.23720377,410882.389679822 -3422124.45855097,412590.182789048 -3426561.32383282,412863.717355219 -3427684.48348098,412593.059519267 -3429211.58997933,412748.092089604 -3431219.23244364,413577.574444182 -3435378.28027524,413898.684418083 -3436359.22457809,414633.896192837 -3438103.23799883,414883.275297259 -3439308.06024686,414842.365881118 -3441888.13757501,414910.347007636 -3442987.2874645,415412.547122492 -3444600.89290663,417413.217891829 -3448313.70172562,420955.489489351 -3453705.1468455,421958.123768831 -3457515.03409628,422771.307692843 -3459458.58785505,423661.84000139 -3461111.32164342,426408.388306543 -3464837.80294538,427197.813887113 -3466480.20131064,427709.084091174 -3468802.47642727,428381.076569975 -3470336.06915683,430444.565058364 -3472953.58466516,430424.249253695 -3474063.01079784,431659.728996969 -3475982.96930182,432263.658645955 -3476707.33447365,433010.056896551 -3477365.55586531,434835.278389045 -3478323.78561367,435686.850013153 -3478933.2155221,436275.96780285 -3479909.21224495,435527.082358786 -3480925.40819466,435764.259043402 -3481717.0776084,436488.879817879 -3482509.154612,437191.147736886 -3483541.08595787,437922.514825693 -3486242.60636131,438384.8402359 -3487339.58041933,439139.55440054 -3487718.95527069,440248.460326617 -3488729.86459051,440826.35400555 -3491393.02610379,441419.418749656 -3497009.38304388,445006.555488213 -3505907.62103359,446172.668604967 -3510623.86981389,444763.468355055 -3513660.30284558,445674.323528677 -3514045.29068332,447467.467447261 -3514107.13107638,448334.546633157 -3514681.42606636,448889.869654171 -3515633.36883698,449746.09168585 -3518043.63248195,451346.525023147 -3520722.64417737,453597.463392193 -3525792.86567222,455360.616291766 -3527777.76351311,457489.503492551 -3530170.99159066,458172.326522286 -3531465.00583772,458807.026111672 -3533190.87411648,462163.179419216 -3538744.4829659,462352.043918143 -3539759.91440736,462482.06236641 -3542204.82797092,462739.095315436 -3543154.22240676,463384.581195368 -3543745.64807963,465431.703260825 -3544675.40493417,466252.992633487 -3545234.51282359,466703.127738037 -3545930.09330507,467174.72818251 -3546943.14484471,467568.163001839 -3547983.99057165,468161.924960893 -3549959.36727095,468843.387473824 -3550768.99395461,469643.244606796 -3551501.42204992,470410.838533466 -3552452.98415876,471013.958807993 -3554137.06189238,472160.99558548 -3558833.37900382,473806.658242243 -3562194.86765625,474168.145902461 -3564331.58955711,474361.374461347 -3568925.1534902,474237.272559117 -3573042.72484953,473586.547181869 -3576396.29623062,469836.359160955 -3589516.62899885,467226.13646637 -3596045.09914512,463571.245640485 -3601661.32870479,462494.364153413 -3605001.72830256,461722.867920744 -3606760.56690747,460819.285175828 -3607594.36398981,458305.608514258 -3608466.31927312,453514.928179802 -3611553.92912625,451113.744484858 -3612498.14046653,452607.34477733 -3613064.27132446,460784.134245377 -3609889.22988067,463689.415863689 -3607962.40100473,471306.249059424 -3598681.03751024,474033.915022595 -3596258.51265381,486960.434661075 -3591588.56877018,489101.199914788 -3590293.33314973,489885.486849876 -3590388.15574546,490795.164846321 -3591342.87082893,490600.022458223 -3592330.02741885,489823.376944655 -3593133.31399374,488986.986338395 -3593519.12635072,487643.274274173 -3594534.88001464,484280.636535096 -3600842.20254076,483449.272598132 -3601611.44163309,482471.351777505 -3602202.81766799,480358.651553922 -3602840.17034111,479259.92865237 -3603389.69354103,477599.541947935 -3605520.78941781,476661.822569916 -3606271.49121529,476757.452563052 -3606994.99727687,479847.427088929 -3605025.10251087,484789.014689448 -3603285.59729553,486134.772565928 -3602021.5015479,491055.861595575 -3595763.06289589,497691.649576603 -3592407.2498524,506904.193411641 -3589381.05842544,518288.885151122 -3581879.69321148,535022.349498277 -3573507.4268425,551180.187037626 -3564602.40758276,561726.195132925 -3559108.8604538,572806.452060419 -3557725.54101728,583560.514308446 -3559352.25059391,588419.009265863 -3558195.35638716,589995.253139358 -3558291.29203062,594859.371925652 -3560544.67462535,596536.256827254 -3560903.23175078,599990.403460498 -3560662.30171772,601692.37859197 -3560930.58287636,603274.663747677 -3562056.05862786,604062.070299321 -3564091.72125481,608329.165397572 -3564556.42279913,612183.431526112 -3566912.89103912,618389.077700571 -3568343.21196659,619149.526929857 -3569371.36578273,619490.210907178 -3569634.23412102,624960.515381093 -3570652.60558142,625958.130597005 -3571095.49425956,631098.9531888 -3574682.46213207,632829.212448324 -3575435.54164894,638583.346227681 -3575122.90349527,641838.028886666 -3576861.81965988,658186.501167686 -3577277.68901812,662397.490578111 -3578426.52362206,664384.708140571 -3578610.36585784,669805.270949312 -3576928.02240833,671584.085755467 -3577186.72037137,675150.375299499 -3578522.21069949,678426.722327941 -3578698.29134366,683731.492288763 -3580288.67947071,688857.293395356 -3579637.71597054,690172.553642685 -3580100.91278661,691191.603448206 -3580912.81649045,692547.243052436 -3581579.80719883,693852.120455166 -3581654.59557543,694713.778525582 -3580708.9574973,695674.280746831 -3580097.74549209,699211.12558757 -3579448.46784105)))";CAN-630;522;630;CAN-630;CA-MB;http://en.wikipedia.org/wiki/Manitoba;CA;1;Manitoba;;;Province;Province;;CA.MB;;;Western Canada;;11;1;20;2;2;Man.;MB;0;-99;2;Admin-1 scale rank;8;2;2;CA03;;2344917;"Manitoba, CA, Canada";Manitoba;54.85;-97.3828;CAN;CAN;2;Canada;Canada;CAN;6065171;Manitoba;-568643;"Manitoba, Province de";1;;CA.03;Prairies;;1;fra;CA03;
"MULTIPOLYGON (((-106581.61991037 -4475075.36634707,-121204.962558361 -4474703.17821404,-138370.481199742 -4474205.26864829,-155533.963382576 -4473641.51025785,-172691.122143739 -4473012.06709755,-189850.002577162 -4472322.03081914,-207007.897713394 -4471560.70081946,-224160.729394221 -4470733.6465312,-241314.293426473 -4469840.57686813,-258460.27362568 -4468881.92479798,-275602.450030654 -4467857.50224488,-292742.584599713 -4466767.19227571,-309876.395932013 -4465611.26723687,-315962.064743246 -4465184.80519232,-327001.620172541 -4464389.91478492,-344126.059318039 -4463102.57849032,-361245.433888584 -4461749.55676844,-378363.514698137 -4460330.52828756,-395474.013595674 -4458846.00265576,-412574.670653599 -4457296.2109292,-429673.275671547 -4455680.44713739,-446761.538457296 -4453999.49467712,-463845.235384748 -4452252.79700509,-480920.098659874 -4450440.79047612,-497989.891882307 -4448563.07569217,-515056.366449881 -4446619.42493488,-532111.24855494 -4444610.78048349,-549158.299192209 -4442536.72278092,-566199.270061428 -4440397.02700228,-583229.90468657 -4438192.22759763,-600251.955586068 -4435922.10939776,-617265.172239107 -4433586.70581386,-634265.307772876 -4431186.62326295,-651262.104517979 -4428720.47458942,-668247.318075711 -4426189.43253826,-685222.696747052 -4423593.24833234,-702187.990697965 -4420931.96018083,-719142.950242856 -4418205.60725106,-736091.308182166 -4415413.56577698,-753026.837772662 -4412556.84976668,-769943.327811767 -4409636.56583929,-777257.74661438 -4408353.18074733,-777253.641642344 -4408315.72610853,-777172.818984605 -4407578.35769402,-770951.300555611 -4372294.27504243,-764722.036939939 -4336966.26713207,-758485.551209404 -4301597.30045888,-752241.899110748 -4266187.69117923,-745991.13653712 -4230737.75627981,-739733.319511419 -4195247.81348314,-733469.4464944 -4159723.52535733,-727196.746825477 -4124149.17866159,-720918.103889171 -4088541.1259277,-714632.631849286 -4052894.34331495,-708340.387437308 -4017209.15256446,-702041.427396833 -3981485.87548608,-695735.808647571 -3945724.83488841,-689424.062979345 -3909929.0467098,-683104.823415215 -3874090.7584172,-676780.52275663 -3838223.76715167,-670447.88959882 -3802309.51980313,-664109.835603836 -3766364.52927362,-657765.467069494 -3730383.7271121,-651415.319356572 -3694370.14950885,-645058.495724973 -3658318.71078391,-638696.009769472 -3622235.1593349,-632326.963138157 -3586114.40034078,-625950.933331768 -3549954.03768249,-619569.895460121 -3513765.27279562,-613183.43048438 -3477545.72918623,-606790.636809259 -3441290.29363911,-600392.534271181 -3405004.74995015,-593988.219810439 -3368683.97659897,-587578.233154368 -3332331.03453993,-581161.668535547 -3295940.78689642,-574741.479771387 -3259529.98564607,-546281.34636416 -3264420.34464164,-517776.681074835 -3269062.67979536,-489237.022519108 -3273455.45741687,-460658.648636271 -3277599.28992735,-432045.208920175 -3281493.62841752,-403397.40002078 -3285138.35835755,-374721.846976626 -3288532.65656494,-346014.803826103 -3291676.96644565,-317281.41902289 -3294570.68478406,-288525.366832423 -3297213.4611805,-259747.35186376 -3299605.25049519,-230949.564623699 -3301745.87067142,-202134.197279409 -3303635.15875859,-173301.952720317 -3305273.04909579,-144456.514885221 -3306659.31284172,-115603.063197624 -3307793.74019527,-116030.141801821 -3320013.90023652,-116455.402295584 -3332225.08987059,-116882.038528781 -3344432.74990597,-117308.552807182 -3356636.92035799,-119433.881363414 -3417582.98602523,-121556.127612448 -3478445.57626071,-123674.851443081 -3539212.08364331,-125790.193842692 -3599886.52856309,-127145.057333238 -3638801.31417629,-128500.111572966 -3677677.04967226,-129855.395163615 -3716513.33299667,-131207.367738825 -3755304.38506242,-130682.876056601 -3778131.00067782,-130145.58268357 -3800949.11558553,-129591.734503219 -3823747.776371,-129018.06418796 -3846532.50296173,-128431.683499927 -3869308.45250717,-127828.790061295 -3892064.69024217,-127206.049052101 -3914806.72481231,-126570.690030817 -3937539.70697285,-125918.861374027 -3960252.72074889,-125247.16121539 -3982951.26346947,-124562.936002918 -4005640.47922473,-123862.285457767 -4028309.47142727,-123141.740549135 -4050963.72569218,-122408.764810662 -4073608.37904505,-121659.408918129 -4096232.55529102,-120890.136905643 -4118841.72707059,-120104.7941084 -4141441.13408369,-119306.832156068 -4164019.70187138,-118492.709680238 -4186582.8932714,-117658.795729733 -4209136.15377206,-116812.371099336 -4231668.32575738,-115947.909184124 -4254184.91184448,-115067.394872688 -4276688.47929183,-114170.767778461 -4299176.22986007,-113261.869094333 -4321645.27029501,-112331.121798465 -4344101.17967239,-111388.223111614 -4366540.91058313,-110427.242737354 -4388961.82997252,-109450.291463444 -4411369.19952298,-108457.249446481 -4433757.53817047,-107450.273913293 -4456132.1020773,-106583.482794111 -4475035.02064381,-106581.61991037 -4475075.36634707)))";CAN-631;519;631;CAN-631;CA-SK;http://en.wikipedia.org/wiki/Saskatchewan;CA;1;Saskatchewan;;;Province;Province;;CA.SK;;;Western Canada;;13;1;20;2;2;Sask.;SK;0;-99;2;Admin-1 scale rank;12;2;2;CA11;;2344925;"Saskatchewan, CA, Canada";Saskatchewan;54.4965;-105.682;CAN;CAN;2;Canada;Canada;CAN;6141242;Saskatchewan;-573211;"Saskatchewan, Province de";1;;CA.11;Prairies;;1;fra;CA11;
